set_id,statement_id,participant_id,cb_version,repetition_times,truth_score,age,gender,edu_level,ethnicity
7,SET7_S01,P43,7,1,4,35,female,some_college,
5,SET5_S05,P43,7,0,4,35,female,some_college,
5,SET5_S08,P43,7,0,3,35,female,some_college,
8,SET8_S05,P43,7,9,5,35,female,some_college,
3,SET3_S04,P43,7,0,4,35,female,some_college,
3,SET3_S07,P43,7,0,3,35,female,some_college,
4,SET4_S08,P43,7,0,5,35,female,some_college,
6,SET6_S06,P43,7,0,3,35,female,some_college,
1,SET1_S06,P43,7,18,3,35,female,some_college,
6,SET6_S08,P43,7,0,3,35,female,some_college,
8,SET8_S06,P43,7,9,5,35,female,some_college,
6,SET6_S05,P43,7,0,3,35,female,some_college,
5,SET5_S07,P43,7,0,3,35,female,some_college,
2,SET2_S03,P43,7,27,4,35,female,some_college,
5,SET5_S01,P43,7,0,5,35,female,some_college,
2,SET2_S04,P43,7,27,4,35,female,some_college,
7,SET7_S04,P43,7,1,6,35,female,some_college,
7,SET7_S05,P43,7,1,4,35,female,some_college,
1,SET1_S05,P43,7,18,5,35,female,some_college,
6,SET6_S07,P43,7,0,3,35,female,some_college,
4,SET4_S05,P43,7,0,4,35,female,some_college,
7,SET7_S07,P43,7,1,3,35,female,some_college,
2,SET2_S06,P43,7,27,5,35,female,some_college,
3,SET3_S08,P43,7,0,4,35,female,some_college,
2,SET2_S02,P43,7,27,4,35,female,some_college,
3,SET3_S06,P43,7,0,3,35,female,some_college,
7,SET7_S03,P43,7,1,6,35,female,some_college,
3,SET3_S02,P43,7,0,4,35,female,some_college,
5,SET5_S04,P43,7,0,3,35,female,some_college,
4,SET4_S04,P43,7,0,3,35,female,some_college,
8,SET8_S04,P43,7,9,5,35,female,some_college,
3,SET3_S01,P43,7,0,4,35,female,some_college,
3,SET3_S05,P43,7,0,4,35,female,some_college,
7,SET7_S02,P43,7,1,3,35,female,some_college,
8,SET8_S01,P43,7,9,4,35,female,some_college,
7,SET7_S06,P43,7,1,5,35,female,some_college,
5,SET5_S03,P43,7,0,4,35,female,some_college,
1,SET1_S04,P43,7,18,5,35,female,some_college,
7,SET7_S08,P43,7,1,3,35,female,some_college,
3,SET3_S03,P43,7,0,3,35,female,some_college,
4,SET4_S01,P43,7,0,5,35,female,some_college,
1,SET1_S07,P43,7,18,6,35,female,some_college,
6,SET6_S04,P43,7,0,3,35,female,some_college,
5,SET5_S02,P43,7,0,2,35,female,some_college,
2,SET2_S07,P43,7,27,5,35,female,some_college,
2,SET2_S08,P43,7,27,4,35,female,some_college,
2,SET2_S01,P43,7,27,4,35,female,some_college,
2,SET2_S05,P43,7,27,4,35,female,some_college,
1,SET1_S03,P43,7,18,4,35,female,some_college,
4,SET4_S03,P43,7,0,3,35,female,some_college,
6,SET6_S01,P43,7,0,3,35,female,some_college,
6,SET6_S03,P43,7,0,4,35,female,some_college,
6,SET6_S02,P43,7,0,4,35,female,some_college,
1,SET1_S02,P43,7,18,5,35,female,some_college,
5,SET5_S06,P43,7,0,2,35,female,some_college,
8,SET8_S08,P43,7,9,5,35,female,some_college,
8,SET8_S03,P43,7,9,6,35,female,some_college,
4,SET4_S06,P43,7,0,3,35,female,some_college,
4,SET4_S02,P43,7,0,4,35,female,some_college,
8,SET8_S02,P43,7,9,5,35,female,some_college,
8,SET8_S03,P44,1,0,3,27,female,postgrad,
7,SET7_S04,P44,1,0,5,27,female,postgrad,
4,SET4_S03,P44,1,27,4,27,female,postgrad,
8,SET8_S02,P44,1,0,4,27,female,postgrad,
5,SET5_S05,P44,1,0,4,27,female,postgrad,
2,SET2_S07,P44,1,9,5,27,female,postgrad,
8,SET8_S07,P44,1,0,5,27,female,postgrad,
6,SET6_S01,P44,1,0,3,27,female,postgrad,
3,SET3_S05,P44,1,18,4,27,female,postgrad,
6,SET6_S02,P44,1,0,3,27,female,postgrad,
7,SET7_S07,P44,1,0,4,27,female,postgrad,
2,SET2_S08,P44,1,9,4,27,female,postgrad,
6,SET6_S03,P44,1,0,4,27,female,postgrad,
7,SET7_S06,P44,1,0,4,27,female,postgrad,
4,SET4_S05,P44,1,27,6,27,female,postgrad,
3,SET3_S01,P44,1,18,5,27,female,postgrad,
6,SET6_S04,P44,1,0,3,27,female,postgrad,
6,SET6_S08,P44,1,0,4,27,female,postgrad,
4,SET4_S07,P44,1,27,4,27,female,postgrad,
7,SET7_S05,P44,1,0,4,27,female,postgrad,
6,SET6_S06,P44,1,0,4,27,female,postgrad,
2,SET2_S02,P44,1,9,5,27,female,postgrad,
4,SET4_S08,P44,1,27,5,27,female,postgrad,
1,SET1_S03,P44,1,1,4,27,female,postgrad,
5,SET5_S02,P44,1,0,5,27,female,postgrad,
5,SET5_S07,P44,1,0,5,27,female,postgrad,
1,SET1_S01,P44,1,1,3,27,female,postgrad,
6,SET6_S07,P44,1,0,3,27,female,postgrad,
5,SET5_S01,P44,1,0,4,27,female,postgrad,
5,SET5_S06,P44,1,0,3,27,female,postgrad,
3,SET3_S03,P44,1,18,6,27,female,postgrad,
2,SET2_S03,P44,1,9,5,27,female,postgrad,
5,SET5_S03,P44,1,0,5,27,female,postgrad,
3,SET3_S02,P44,1,18,3,27,female,postgrad,
8,SET8_S05,P44,1,0,4,27,female,postgrad,
8,SET8_S08,P44,1,0,3,27,female,postgrad,
8,SET8_S04,P44,1,0,3,27,female,postgrad,
4,SET4_S06,P44,1,27,5,27,female,postgrad,
7,SET7_S08,P44,1,0,2,27,female,postgrad,
1,SET1_S02,P44,1,1,5,27,female,postgrad,
3,SET3_S04,P44,1,18,5,27,female,postgrad,
1,SET1_S04,P44,1,1,4,27,female,postgrad,
4,SET4_S02,P44,1,27,6,27,female,postgrad,
3,SET3_S08,P44,1,18,6,27,female,postgrad,
5,SET5_S04,P44,1,0,3,27,female,postgrad,
1,SET1_S05,P44,1,1,5,27,female,postgrad,
5,SET5_S08,P44,1,0,4,27,female,postgrad,
1,SET1_S06,P44,1,1,5,27,female,postgrad,
1,SET1_S08,P44,1,1,5,27,female,postgrad,
4,SET4_S04,P44,1,27,6,27,female,postgrad,
3,SET3_S07,P44,1,18,4,27,female,postgrad,
3,SET3_S06,P44,1,18,3,27,female,postgrad,
8,SET8_S06,P44,1,0,3,27,female,postgrad,
1,SET1_S07,P44,1,1,5,27,female,postgrad,
2,SET2_S01,P44,1,9,5,27,female,postgrad,
7,SET7_S02,P44,1,0,3,27,female,postgrad,
6,SET6_S05,P44,1,0,3,27,female,postgrad,
7,SET7_S03,P44,1,0,4,27,female,postgrad,
2,SET2_S06,P44,1,9,5,27,female,postgrad,
2,SET2_S05,P44,1,9,5,27,female,postgrad,
4,SET4_S01,P44,1,27,5,27,female,postgrad,
8,SET8_S01,P44,1,0,4,27,female,postgrad,
2,SET2_S04,P44,1,9,5,27,female,postgrad,
7,SET7_S01,P44,1,0,4,27,female,postgrad,
8,SET8_S03,P45,3,0,4,32,female,some_college,
2,SET2_S05,P45,3,0,3,32,female,some_college,
1,SET1_S07,P45,3,0,4,32,female,some_college,
2,SET2_S06,P45,3,0,3,32,female,some_college,
2,SET2_S04,P45,3,0,2,32,female,some_college,
7,SET7_S01,P45,3,0,4,32,female,some_college,
6,SET6_S07,P45,3,27,5,32,female,some_college,
2,SET2_S08,P45,3,0,3,32,female,some_college,
1,SET1_S02,P45,3,0,4,32,female,some_college,
5,SET5_S07,P45,3,18,5,32,female,some_college,
4,SET4_S08,P45,3,9,4,32,female,some_college,
8,SET8_S06,P45,3,0,3,32,female,some_college,
1,SET1_S08,P45,3,0,4,32,female,some_college,
4,SET4_S02,P45,3,9,4,32,female,some_college,
4,SET4_S01,P45,3,9,5,32,female,some_college,
3,SET3_S06,P45,3,1,4,32,female,some_college,
1,SET1_S06,P45,3,0,3,32,female,some_college,
2,SET2_S07,P45,3,0,3,32,female,some_college,
4,SET4_S03,P45,3,9,6,32,female,some_college,
2,SET2_S01,P45,3,0,5,32,female,some_college,
1,SET1_S05,P45,3,0,4,32,female,some_college,
2,SET2_S03,P45,3,0,3,32,female,some_college,
5,SET5_S06,P45,3,18,4,32,female,some_college,
2,SET2_S02,P45,3,0,4,32,female,some_college,
5,SET5_S08,P45,3,18,5,32,female,some_college,
1,SET1_S01,P45,3,0,2,32,female,some_college,
8,SET8_S08,P45,3,0,5,32,female,some_college,
3,SET3_S02,P45,3,1,5,32,female,some_college,
3,SET3_S03,P45,3,1,5,32,female,some_college,
7,SET7_S03,P45,3,0,3,32,female,some_college,
8,SET8_S02,P45,3,0,3,32,female,some_college,
4,SET4_S07,P45,3,9,3,32,female,some_college,
3,SET3_S01,P45,3,1,6,32,female,some_college,
8,SET8_S05,P45,3,0,3,32,female,some_college,
6,SET6_S01,P45,3,27,6,32,female,some_college,
3,SET3_S07,P45,3,1,6,32,female,some_college,
3,SET3_S05,P45,3,1,3,32,female,some_college,
1,SET1_S04,P45,3,0,3,32,female,some_college,
5,SET5_S03,P45,3,18,5,32,female,some_college,
7,SET7_S08,P45,3,0,2,32,female,some_college,
4,SET4_S04,P45,3,9,4,32,female,some_college,
3,SET3_S04,P45,3,1,4,32,female,some_college,
3,SET3_S08,P45,3,1,6,32,female,some_college,
7,SET7_S02,P45,3,0,4,32,female,some_college,
4,SET4_S05,P45,3,9,5,32,female,some_college,
8,SET8_S01,P45,3,0,3,32,female,some_college,
5,SET5_S01,P45,3,18,6,32,female,some_college,
7,SET7_S05,P45,3,0,3,32,female,some_college,
6,SET6_S06,P45,3,27,5,32,female,some_college,
6,SET6_S08,P45,3,27,4,32,female,some_college,
5,SET5_S04,P45,3,18,3,32,female,some_college,
6,SET6_S02,P45,3,27,4,32,female,some_college,
5,SET5_S02,P45,3,18,4,32,female,some_college,
4,SET4_S06,P45,3,9,5,32,female,some_college,
5,SET5_S05,P45,3,18,5,32,female,some_college,
1,SET1_S03,P45,3,0,4,32,female,some_college,
6,SET6_S04,P45,3,27,4,32,female,some_college,
8,SET8_S04,P45,3,0,5,32,female,some_college,
8,SET8_S07,P45,3,0,4,32,female,some_college,
7,SET7_S07,P45,3,0,4,32,female,some_college,
6,SET6_S05,P45,3,27,5,32,female,some_college,
6,SET6_S03,P45,3,27,4,32,female,some_college,
7,SET7_S06,P45,3,0,1,32,female,some_college,
7,SET7_S04,P45,3,0,4,32,female,some_college,
7,SET7_S04,P46,4,27,5,32,male,postgrad,
3,SET3_S02,P46,4,0,2,32,male,postgrad,
3,SET3_S04,P46,4,0,3,32,male,postgrad,
3,SET3_S07,P46,4,0,4,32,male,postgrad,
2,SET2_S06,P46,4,0,5,32,male,postgrad,
2,SET2_S01,P46,4,0,3,32,male,postgrad,
1,SET1_S01,P46,4,0,5,32,male,postgrad,
2,SET2_S03,P46,4,0,3,32,male,postgrad,
8,SET8_S08,P46,4,0,5,32,male,postgrad,
5,SET5_S01,P46,4,9,4,32,male,postgrad,
3,SET3_S05,P46,4,0,4,32,male,postgrad,
3,SET3_S06,P46,4,0,3,32,male,postgrad,
5,SET5_S02,P46,4,9,6,32,male,postgrad,
1,SET1_S04,P46,4,0,5,32,male,postgrad,
8,SET8_S06,P46,4,0,4,32,male,postgrad,
2,SET2_S02,P46,4,0,3,32,male,postgrad,
4,SET4_S02,P46,4,1,4,32,male,postgrad,
7,SET7_S01,P46,4,27,4,32,male,postgrad,
7,SET7_S02,P46,4,27,3,32,male,postgrad,
1,SET1_S05,P46,4,0,5,32,male,postgrad,
7,SET7_S08,P46,4,27,4,32,male,postgrad,
1,SET1_S07,P46,4,0,3,32,male,postgrad,
8,SET8_S07,P46,4,0,5,32,male,postgrad,
6,SET6_S05,P46,4,18,4,32,male,postgrad,
4,SET4_S08,P46,4,1,4,32,male,postgrad,
2,SET2_S08,P46,4,0,3,32,male,postgrad,
8,SET8_S04,P46,4,0,3,32,male,postgrad,
3,SET3_S08,P46,4,0,4,32,male,postgrad,
1,SET1_S03,P46,4,0,3,32,male,postgrad,
6,SET6_S07,P46,4,18,4,32,male,postgrad,
5,SET5_S04,P46,4,9,4,32,male,postgrad,
8,SET8_S03,P46,4,0,4,32,male,postgrad,
5,SET5_S08,P46,4,9,5,32,male,postgrad,
3,SET3_S03,P46,4,0,3,32,male,postgrad,
1,SET1_S06,P46,4,0,3,32,male,postgrad,
6,SET6_S04,P46,4,18,5,32,male,postgrad,
6,SET6_S02,P46,4,18,5,32,male,postgrad,
5,SET5_S06,P46,4,9,5,32,male,postgrad,
7,SET7_S05,P46,4,27,4,32,male,postgrad,
4,SET4_S07,P46,4,1,5,32,male,postgrad,
2,SET2_S04,P46,4,0,4,32,male,postgrad,
8,SET8_S01,P46,4,0,3,32,male,postgrad,
2,SET2_S07,P46,4,0,4,32,male,postgrad,
4,SET4_S04,P46,4,1,4,32,male,postgrad,
4,SET4_S01,P46,4,1,3,32,male,postgrad,
6,SET6_S03,P46,4,18,5,32,male,postgrad,
6,SET6_S08,P46,4,18,4,32,male,postgrad,
1,SET1_S02,P46,4,0,4,32,male,postgrad,
3,SET3_S01,P46,4,0,3,32,male,postgrad,
7,SET7_S03,P46,4,27,5,32,male,postgrad,
7,SET7_S07,P46,4,27,4,32,male,postgrad,
7,SET7_S06,P46,4,27,5,32,male,postgrad,
4,SET4_S06,P46,4,1,5,32,male,postgrad,
5,SET5_S03,P46,4,9,5,32,male,postgrad,
4,SET4_S03,P46,4,1,4,32,male,postgrad,
1,SET1_S08,P46,4,0,4,32,male,postgrad,
2,SET2_S05,P46,4,0,4,32,male,postgrad,
6,SET6_S06,P46,4,18,4,32,male,postgrad,
5,SET5_S07,P46,4,9,3,32,male,postgrad,
5,SET5_S05,P46,4,9,4,32,male,postgrad,
6,SET6_S01,P46,4,18,5,32,male,postgrad,
8,SET8_S02,P46,4,0,3,32,male,postgrad,
4,SET4_S05,P46,4,1,4,32,male,postgrad,
8,SET8_S05,P46,4,0,3,32,male,postgrad,
2,SET2_S04,P47,6,0,4,22,male,undergrad,
3,SET3_S07,P47,6,0,5,22,male,undergrad,
8,SET8_S04,P47,6,18,4,22,male,undergrad,
1,SET1_S01,P47,6,27,4,22,male,undergrad,
8,SET8_S06,P47,6,18,5,22,male,undergrad,
4,SET4_S07,P47,6,0,3,22,male,undergrad,
4,SET4_S05,P47,6,0,5,22,male,undergrad,
7,SET7_S01,P47,6,9,5,22,male,undergrad,
5,SET5_S06,P47,6,0,3,22,male,undergrad,
3,SET3_S03,P47,6,0,2,22,male,undergrad,
4,SET4_S06,P47,6,0,4,22,male,undergrad,
1,SET1_S03,P47,6,27,5,22,male,undergrad,
1,SET1_S05,P47,6,27,5,22,male,undergrad,
2,SET2_S05,P47,6,0,5,22,male,undergrad,
8,SET8_S01,P47,6,18,6,22,male,undergrad,
1,SET1_S07,P47,6,27,4,22,male,undergrad,
4,SET4_S03,P47,6,0,2,22,male,undergrad,
1,SET1_S02,P47,6,27,4,22,male,undergrad,
4,SET4_S04,P47,6,0,3,22,male,undergrad,
2,SET2_S06,P47,6,0,3,22,male,undergrad,
5,SET5_S02,P47,6,0,4,22,male,undergrad,
6,SET6_S08,P47,6,1,4,22,male,undergrad,
7,SET7_S08,P47,6,9,5,22,male,undergrad,
4,SET4_S08,P47,6,0,4,22,male,undergrad,
2,SET2_S03,P47,6,0,4,22,male,undergrad,
6,SET6_S04,P47,6,1,3,22,male,undergrad,
7,SET7_S07,P47,6,9,5,22,male,undergrad,
6,SET6_S03,P47,6,1,6,22,male,undergrad,
5,SET5_S04,P47,6,0,4,22,male,undergrad,
6,SET6_S06,P47,6,1,2,22,male,undergrad,
7,SET7_S04,P47,6,9,6,22,male,undergrad,
2,SET2_S07,P47,6,0,3,22,male,undergrad,
3,SET3_S02,P47,6,0,6,22,male,undergrad,
7,SET7_S02,P47,6,9,5,22,male,undergrad,
1,SET1_S04,P47,6,27,3,22,male,undergrad,
5,SET5_S03,P47,6,0,2,22,male,undergrad,
6,SET6_S02,P47,6,1,6,22,male,undergrad,
3,SET3_S01,P47,6,0,5,22,male,undergrad,
2,SET2_S02,P47,6,0,6,22,male,undergrad,
3,SET3_S08,P47,6,0,4,22,male,undergrad,
4,SET4_S01,P47,6,0,4,22,male,undergrad,
1,SET1_S06,P47,6,27,4,22,male,undergrad,
7,SET7_S03,P47,6,9,4,22,male,undergrad,
8,SET8_S03,P47,6,18,4,22,male,undergrad,
1,SET1_S08,P47,6,27,5,22,male,undergrad,
8,SET8_S07,P47,6,18,4,22,male,undergrad,
7,SET7_S05,P47,6,9,3,22,male,undergrad,
3,SET3_S05,P47,6,0,4,22,male,undergrad,
6,SET6_S01,P47,6,1,3,22,male,undergrad,
8,SET8_S02,P47,6,18,2,22,male,undergrad,
4,SET4_S02,P47,6,0,4,22,male,undergrad,
2,SET2_S01,P47,6,0,3,22,male,undergrad,
8,SET8_S08,P47,6,18,5,22,male,undergrad,
5,SET5_S01,P47,6,0,4,22,male,undergrad,
6,SET6_S05,P47,6,1,5,22,male,undergrad,
5,SET5_S07,P47,6,0,6,22,male,undergrad,
6,SET6_S07,P47,6,1,4,22,male,undergrad,
5,SET5_S08,P47,6,0,3,22,male,undergrad,
3,SET3_S04,P47,6,0,4,22,male,undergrad,
5,SET5_S05,P47,6,0,4,22,male,undergrad,
2,SET2_S08,P47,6,0,5,22,male,undergrad,
8,SET8_S05,P47,6,18,4,22,male,undergrad,
7,SET7_S06,P47,6,9,4,22,male,undergrad,
3,SET3_S06,P47,6,0,4,22,male,undergrad,
1,SET1_S05,P48,4,0,3,33,female,high_school,
7,SET7_S02,P48,4,27,5,33,female,high_school,
8,SET8_S06,P48,4,0,2,33,female,high_school,
8,SET8_S05,P48,4,0,5,33,female,high_school,
8,SET8_S07,P48,4,0,5,33,female,high_school,
3,SET3_S04,P48,4,0,4,33,female,high_school,
5,SET5_S01,P48,4,9,5,33,female,high_school,
5,SET5_S04,P48,4,9,6,33,female,high_school,
6,SET6_S02,P48,4,18,5,33,female,high_school,
7,SET7_S01,P48,4,27,6,33,female,high_school,
1,SET1_S02,P48,4,0,4,33,female,high_school,
4,SET4_S05,P48,4,1,6,33,female,high_school,
2,SET2_S07,P48,4,0,5,33,female,high_school,
6,SET6_S05,P48,4,18,5,33,female,high_school,
4,SET4_S08,P48,4,1,5,33,female,high_school,
4,SET4_S01,P48,4,1,4,33,female,high_school,
6,SET6_S06,P48,4,18,4,33,female,high_school,
1,SET1_S01,P48,4,0,4,33,female,high_school,
5,SET5_S05,P48,4,9,5,33,female,high_school,
5,SET5_S06,P48,4,9,5,33,female,high_school,
7,SET7_S06,P48,4,27,6,33,female,high_school,
3,SET3_S06,P48,4,0,4,33,female,high_school,
1,SET1_S04,P48,4,0,4,33,female,high_school,
8,SET8_S04,P48,4,0,3,33,female,high_school,
6,SET6_S04,P48,4,18,6,33,female,high_school,
2,SET2_S08,P48,4,0,4,33,female,high_school,
8,SET8_S03,P48,4,0,4,33,female,high_school,
5,SET5_S03,P48,4,9,4,33,female,high_school,
3,SET3_S05,P48,4,0,5,33,female,high_school,
4,SET4_S03,P48,4,1,6,33,female,high_school,
1,SET1_S03,P48,4,0,4,33,female,high_school,
1,SET1_S06,P48,4,0,3,33,female,high_school,
2,SET2_S04,P48,4,0,3,33,female,high_school,
2,SET2_S06,P48,4,0,3,33,female,high_school,
3,SET3_S03,P48,4,0,3,33,female,high_school,
1,SET1_S08,P48,4,0,4,33,female,high_school,
5,SET5_S02,P48,4,9,5,33,female,high_school,
2,SET2_S03,P48,4,0,4,33,female,high_school,
7,SET7_S07,P48,4,27,5,33,female,high_school,
5,SET5_S08,P48,4,9,5,33,female,high_school,
2,SET2_S05,P48,4,0,4,33,female,high_school,
7,SET7_S08,P48,4,27,6,33,female,high_school,
1,SET1_S07,P48,4,0,2,33,female,high_school,
6,SET6_S03,P48,4,18,5,33,female,high_school,
2,SET2_S01,P48,4,0,4,33,female,high_school,
8,SET8_S02,P48,4,0,4,33,female,high_school,
4,SET4_S02,P48,4,1,3,33,female,high_school,
7,SET7_S03,P48,4,27,4,33,female,high_school,
6,SET6_S08,P48,4,18,5,33,female,high_school,
2,SET2_S02,P48,4,0,2,33,female,high_school,
7,SET7_S04,P48,4,27,6,33,female,high_school,
6,SET6_S07,P48,4,18,5,33,female,high_school,
8,SET8_S01,P48,4,0,5,33,female,high_school,
6,SET6_S01,P48,4,18,4,33,female,high_school,
3,SET3_S08,P48,4,0,3,33,female,high_school,
4,SET4_S06,P48,4,1,2,33,female,high_school,
7,SET7_S05,P48,4,27,4,33,female,high_school,
4,SET4_S07,P48,4,1,4,33,female,high_school,
8,SET8_S08,P48,4,0,2,33,female,high_school,
3,SET3_S02,P48,4,0,3,33,female,high_school,
3,SET3_S01,P48,4,0,2,33,female,high_school,
5,SET5_S07,P48,4,9,5,33,female,high_school,
4,SET4_S04,P48,4,1,5,33,female,high_school,
3,SET3_S07,P48,4,0,4,33,female,high_school,
5,SET5_S04,P49,8,0,3,25,female,undergrad,
3,SET3_S02,P49,8,27,5,25,female,undergrad,
8,SET8_S03,P49,8,1,6,25,female,undergrad,
1,SET1_S02,P49,8,9,5,25,female,undergrad,
5,SET5_S06,P49,8,0,5,25,female,undergrad,
1,SET1_S04,P49,8,9,5,25,female,undergrad,
8,SET8_S05,P49,8,1,4,25,female,undergrad,
2,SET2_S06,P49,8,18,6,25,female,undergrad,
5,SET5_S02,P49,8,0,4,25,female,undergrad,
4,SET4_S08,P49,8,0,5,25,female,undergrad,
2,SET2_S07,P49,8,18,4,25,female,undergrad,
1,SET1_S07,P49,8,9,3,25,female,undergrad,
5,SET5_S01,P49,8,0,5,25,female,undergrad,
4,SET4_S01,P49,8,0,4,25,female,undergrad,
3,SET3_S01,P49,8,27,5,25,female,undergrad,
1,SET1_S05,P49,8,9,5,25,female,undergrad,
2,SET2_S08,P49,8,18,6,25,female,undergrad,
6,SET6_S02,P49,8,0,3,25,female,undergrad,
8,SET8_S04,P49,8,1,3,25,female,undergrad,
4,SET4_S06,P49,8,0,4,25,female,undergrad,
2,SET2_S01,P49,8,18,6,25,female,undergrad,
4,SET4_S04,P49,8,0,6,25,female,undergrad,
4,SET4_S05,P49,8,0,4,25,female,undergrad,
7,SET7_S03,P49,8,0,2,25,female,undergrad,
6,SET6_S07,P49,8,0,5,25,female,undergrad,
6,SET6_S08,P49,8,0,4,25,female,undergrad,
8,SET8_S02,P49,8,1,4,25,female,undergrad,
7,SET7_S06,P49,8,0,3,25,female,undergrad,
1,SET1_S03,P49,8,9,6,25,female,undergrad,
3,SET3_S05,P49,8,27,5,25,female,undergrad,
6,SET6_S05,P49,8,0,4,25,female,undergrad,
2,SET2_S05,P49,8,18,6,25,female,undergrad,
7,SET7_S04,P49,8,0,3,25,female,undergrad,
3,SET3_S03,P49,8,27,6,25,female,undergrad,
4,SET4_S03,P49,8,0,3,25,female,undergrad,
7,SET7_S05,P49,8,0,6,25,female,undergrad,
7,SET7_S08,P49,8,0,4,25,female,undergrad,
5,SET5_S08,P49,8,0,3,25,female,undergrad,
3,SET3_S04,P49,8,27,3,25,female,undergrad,
3,SET3_S07,P49,8,27,6,25,female,undergrad,
5,SET5_S05,P49,8,0,3,25,female,undergrad,
5,SET5_S07,P49,8,0,3,25,female,undergrad,
6,SET6_S06,P49,8,0,4,25,female,undergrad,
3,SET3_S08,P49,8,27,6,25,female,undergrad,
1,SET1_S08,P49,8,9,6,25,female,undergrad,
2,SET2_S04,P49,8,18,4,25,female,undergrad,
3,SET3_S06,P49,8,27,6,25,female,undergrad,
5,SET5_S03,P49,8,0,3,25,female,undergrad,
4,SET4_S02,P49,8,0,2,25,female,undergrad,
8,SET8_S08,P49,8,1,3,25,female,undergrad,
6,SET6_S04,P49,8,0,4,25,female,undergrad,
7,SET7_S02,P49,8,0,3,25,female,undergrad,
6,SET6_S01,P49,8,0,4,25,female,undergrad,
8,SET8_S07,P49,8,1,5,25,female,undergrad,
2,SET2_S03,P49,8,18,5,25,female,undergrad,
6,SET6_S03,P49,8,0,3,25,female,undergrad,
2,SET2_S02,P49,8,18,4,25,female,undergrad,
8,SET8_S06,P49,8,1,4,25,female,undergrad,
4,SET4_S07,P49,8,0,2,25,female,undergrad,
8,SET8_S01,P49,8,1,4,25,female,undergrad,
7,SET7_S07,P49,8,0,3,25,female,undergrad,
1,SET1_S06,P49,8,9,5,25,female,undergrad,
1,SET1_S01,P49,8,9,5,25,female,undergrad,
7,SET7_S01,P49,8,0,5,25,female,undergrad,
2,SET2_S01,P50,7,27,3,27,male,high_school,
7,SET7_S01,P50,7,1,3,27,male,high_school,
3,SET3_S06,P50,7,0,2,27,male,high_school,
7,SET7_S06,P50,7,1,3,27,male,high_school,
5,SET5_S05,P50,7,0,3,27,male,high_school,
8,SET8_S02,P50,7,9,5,27,male,high_school,
5,SET5_S04,P50,7,0,3,27,male,high_school,
1,SET1_S03,P50,7,18,4,27,male,high_school,
6,SET6_S06,P50,7,0,4,27,male,high_school,
3,SET3_S08,P50,7,0,2,27,male,high_school,
7,SET7_S05,P50,7,1,4,27,male,high_school,
5,SET5_S01,P50,7,0,3,27,male,high_school,
7,SET7_S07,P50,7,1,4,27,male,high_school,
2,SET2_S05,P50,7,27,5,27,male,high_school,
5,SET5_S07,P50,7,0,5,27,male,high_school,
1,SET1_S07,P50,7,18,6,27,male,high_school,
3,SET3_S05,P50,7,0,3,27,male,high_school,
8,SET8_S04,P50,7,9,5,27,male,high_school,
8,SET8_S08,P50,7,9,4,27,male,high_school,
4,SET4_S07,P50,7,0,3,27,male,high_school,
6,SET6_S04,P50,7,0,4,27,male,high_school,
4,SET4_S01,P50,7,0,2,27,male,high_school,
4,SET4_S08,P50,7,0,4,27,male,high_school,
1,SET1_S02,P50,7,18,6,27,male,high_school,
3,SET3_S02,P50,7,0,3,27,male,high_school,
6,SET6_S07,P50,7,0,3,27,male,high_school,
2,SET2_S07,P50,7,27,5,27,male,high_school,
2,SET2_S06,P50,7,27,6,27,male,high_school,
3,SET3_S01,P50,7,0,3,27,male,high_school,
4,SET4_S02,P50,7,0,4,27,male,high_school,
8,SET8_S03,P50,7,9,5,27,male,high_school,
1,SET1_S06,P50,7,18,6,27,male,high_school,
3,SET3_S04,P50,7,0,3,27,male,high_school,
4,SET4_S05,P50,7,0,2,27,male,high_school,
6,SET6_S08,P50,7,0,2,27,male,high_school,
4,SET4_S06,P50,7,0,4,27,male,high_school,
1,SET1_S08,P50,7,18,6,27,male,high_school,
6,SET6_S02,P50,7,0,3,27,male,high_school,
7,SET7_S04,P50,7,1,4,27,male,high_school,
2,SET2_S08,P50,7,27,5,27,male,high_school,
3,SET3_S07,P50,7,0,3,27,male,high_school,
8,SET8_S07,P50,7,9,4,27,male,high_school,
6,SET6_S05,P50,7,0,3,27,male,high_school,
5,SET5_S02,P50,7,0,5,27,male,high_school,
4,SET4_S04,P50,7,0,5,27,male,high_school,
2,SET2_S04,P50,7,27,3,27,male,high_school,
1,SET1_S04,P50,7,18,5,27,male,high_school,
8,SET8_S06,P50,7,9,6,27,male,high_school,
6,SET6_S01,P50,7,0,4,27,male,high_school,
1,SET1_S05,P50,7,18,4,27,male,high_school,
3,SET3_S03,P50,7,0,2,27,male,high_school,
7,SET7_S02,P50,7,1,5,27,male,high_school,
1,SET1_S01,P50,7,18,5,27,male,high_school,
6,SET6_S03,P50,7,0,2,27,male,high_school,
5,SET5_S03,P50,7,0,5,27,male,high_school,
7,SET7_S08,P50,7,1,3,27,male,high_school,
7,SET7_S03,P50,7,1,4,27,male,high_school,
2,SET2_S02,P50,7,27,5,27,male,high_school,
5,SET5_S08,P50,7,0,5,27,male,high_school,
8,SET8_S01,P50,7,9,5,27,male,high_school,
5,SET5_S06,P50,7,0,3,27,male,high_school,
8,SET8_S05,P50,7,9,4,27,male,high_school,
2,SET2_S03,P50,7,27,4,27,male,high_school,
